sepal_length,sepal_width,petal_length,petal_width,class,petal_ratio,sepal_ratio,petal_area,petal_length_bin,sepal_ratio_band,leaf_shape_index
5.102520614004824,3.505463036268191,1.3842180153006909,0.19945606485403464,setosa,7.025353559727811,1.4498000321329951,0.36402689331360266,short,low,6.9399644948060155
4.891397270854995,2.9997699610480257,1.41211393992419,0.19818958588852548,setosa,7.043889159989009,1.6371962663832567,0.26540088963195635,short,low,7.1250662665665345
4.7062077183058175,3.2044239316725887,1.286707349391704,0.19663033666321583,setosa,6.470729742461404,1.4690582491773791,0.2665962334414072,short,low,6.5437885358034045
4.607780333805016,3.0935805272635144,1.4826323924008482,0.20222761045764348,setosa,7.469801028845756,1.4766613216190851,0.31129607037739193,short,low,7.331503258700087
4.983861073280208,3.6031112373583474,1.4026928113765065,0.20420423460305334,setosa,7.01530733583926,1.3937003466232074,0.2074101865389591,short,low,6.869068152450864
5.3892283953874935,3.896635188854304,1.7414491104967207,0.41490069050890105,setosa,4.26028218015476,1.3832648391259799,0.7268610527754652,short,low,4.197267312723581
4.601057493432483,3.392794445524537,1.413168188067314,0.30574689021270707,setosa,4.697666122449112,1.3520841302108066,0.46009049170148664,short,low,4.622019810118617
4.997384047169835,3.3950950425373914,1.5023947790764245,0.21208325526797842,setosa,7.459546208344191,1.464531237873437,0.20638838666192466,short,low,7.083985815353897
4.399861021138242,2.900024133993267,1.4063087253853013,0.1937933946639335,setosa,7.017453628551288,1.5192118387843907,0.217515966608657,short,low,7.256742267027764
4.892943636528989,3.096403338828698,1.4692148201471547,0.0878616811036533,setosa,15.0245400663408,1.5826539394974743,0.10446533550770207,short,low,16.721906352918143
5.407274363659037,3.701640920014869,1.4802688954342438,0.1998905902009302,setosa,7.52322293849197,1.4592673468464268,0.3351405872477303,short,low,7.405395554342406
4.806433880394435,3.392110124894289,1.5558570632541708,0.20650553879288766,setosa,7.98991142874837,1.4100903387343908,0.2847296775313576,short,low,7.534214650195824
4.800546204699636,2.990718844484592,1.4304117392449998,0.10531618872090417,setosa,14.012864908768318,1.610514759118676,0.15884643218506686,short,low,13.582068844644859
4.309324518256044,3.005988132157788,1.1268519374682564,0.10918466151919806,setosa,10.980758839559352,1.4285157899189889,0.10146430611786561,short,low,10.320606497914675
5.803867228566302,4.003943547196976,1.2069058759874383,0.18076798336495487,setosa,5.992733099948846,1.4471118105241259,0.2433420454524154,short,low,6.676546625373661
5.69289194876136,4.395421607652564,1.5023753669535915,0.40950003610240227,setosa,3.724128637974587,1.2982899693080237,0.6232878730346685,short,low,3.6688039824960934
5.403050299613653,3.899986911668614,1.2727225488984828,0.40254346833936056,setosa,3.231180331914401,1.3805541917729502,0.5327881213236593,short,low,3.1617021411059727
5.092068140996298,3.504448410747868,1.3961446361908274,0.2882933335952424,setosa,4.660689289719404,1.4527863467366036,0.4191091287230475,short,low,4.842791936729943
5.707266524521047,3.801829096201712,1.7315108255010783,0.30548577567002005,setosa,5.65448835639869,1.504529903902518,0.5253588694320631,short,low,5.668057100319349
5.099587013794773,3.8006467411947247,1.5023103355003387,0.301285012201913,setosa,4.981177213425804,1.3445280781642865,0.4601884597958452,short,low,4.986342730873012
5.3984708219739685,3.404778481068018,1.6900733335823594,0.20289046997959181,setosa,8.46776184263874,1.5901734844592001,0.33015456949467775,short,low,8.329978857175403
5.094367363498933,3.6968116854162396,1.4690925525531442,0.40757521789666645,setosa,3.7986474746329097,1.3791062931112281,0.5797502764207966,short,low,3.604469762735027
4.610112839169441,3.6001360407902565,1.024266218480858,0.2032623359223587,setosa,4.987582899710467,1.2750068217875006,0.2883008371313895,short,low,5.039134322617293
5.098721735004238,3.2999221211137084,1.698767904245024,0.4888330809090624,setosa,3.408185215613923,1.5444430059428431,0.8292116983410263,short,low,3.4751492219199798
4.796456880237661,3.398809858536702,1.8691160540436909,0.19891557878514982,setosa,9.45636646403252,1.4114481390141178,0.44419062637755896,short,low,9.396529201295026
4.99708715783295,2.9982991632973683,1.5837511121450034,0.18773505913261052,setosa,8.033678213038998,1.6700543958681513,0.28782806867940547,short,low,8.436096651452788
5.004403251662439,3.4003179456670662,1.5775404709087315,0.4049211691956797,setosa,4.004146632485795,1.4722931059547772,0.6780437454459669,short,low,3.895919964239901
5.203022946489768,3.5001501300784703,1.4976839064606209,0.2105993716399373,setosa,7.488989127561121,1.4819997718185176,0.3837607734928325,short,low,7.111530712017921
5.203414116471171,3.3954254002002773,1.4036450857481348,0.19058734561523172,setosa,6.989205772445467,1.5325726056076332,0.2641515492825239,short,low,7.364838803186085
4.703563743307823,3.2034984726270497,1.591153282218749,0.194908980371021,setosa,8.021566817006175,1.4620302953535105,0.2886609528978625,short,low,8.163570867931904
4.817715669041272,3.0957397426444215,1.6136607289974496,0.19330990025391698,setosa,7.926744712928424,1.5471043249979441,0.2998444629827904,short,low,8.347532736452383
5.39663814255868,3.399047782954954,1.501385368723514,0.3965585028039297,setosa,3.7295548362433797,1.5836632356575056,0.5990905448776715,short,low,3.7860375059964504
5.195762737691607,4.098711603990045,1.518675793281184,0.10312698095898894,setosa,14.997045973989142,1.264861368515687,0.16511426370377486,short,low,14.726270122838697
5.493268487157928,4.2015625119448305,1.3937204132645127,0.19664066219177198,setosa,6.996760026053613,1.3172366746427084,0.2781218331696103,short,low,7.087651102484839
5.005095370303754,3.1907537229397396,1.253537803021783,0.20494746569059472,setosa,6.0621474488486555,1.5566123263180602,0.22027858766057032,short,low,6.116385936666517
5.50933883776513,3.5038873029435726,1.290076106750409,0.20807767989961706,setosa,6.491625564703922,1.5681490228653443,0.35178034056568375,short,low,6.199973496305836
4.899057428753878,3.5970460909432775,1.3841191683118663,0.1083535081943801,setosa,14.024563839645483,1.363154445512221,0.1305878998758162,short,low,12.774105597529235
4.393050241280266,3.0053230605695065,1.2819573063595189,0.19152198191490435,setosa,6.544940460095929,1.4647850650306633,0.23088160821335138,short,low,6.69352565615984
5.093179906749366,3.397913625052237,1.4962915942068191,0.21050807485885192,setosa,7.516635435106665,1.5006227573658608,0.3389987031997131,short,low,7.108000907338585
5.0053816914160185,3.4997868809935455,1.2697700026679835,0.31111571944536354,setosa,4.316618468905083,1.4342944650237035,0.42974648362432977,short,low,4.081343111978726
4.50614818465243,2.3083504143542464,1.3051785095005146,0.3117723762205461,setosa,4.301469985493151,1.9591424659708492,0.4563269274791949,short,low,4.186318624941036
4.404492961984847,3.1987898913926616,1.2665041471495808,0.1988034524092715,setosa,6.51849109794004,1.3731236844719568,0.3505276045446502,short,low,6.370634540951669
4.994494916104177,3.5054054683455442,1.6028422268243605,0.5942995511976882,setosa,2.7074736090451457,1.4280360981166529,0.9762600579869253,short,low,2.69702748537692
5.101920434137699,3.8001703652530296,1.8762445598926925,0.3925375105552954,setosa,4.763543308795296,1.3442294828886194,0.7464643099252392,short,low,4.779784108934496
4.80096522283858,3.001812595186128,1.3932967393071627,0.29164633542557966,setosa,4.697263916496452,1.6025421080146278,0.330675760075486,short,low,4.777350390830967
5.10180898799652,3.800305250010708,1.6106280145848326,0.20008863633944207,setosa,8.06429654226822,1.3421883443493348,0.27596087019981197,short,low,8.049572609425438
4.607208442610677,3.2036994273352914,1.4405057232624752,0.20642838928557591,setosa,7.020772133874273,1.4389436563832134,0.28979353297044375,short,low,6.978234540654314
5.301849578212393,3.697008822877581,1.481048404252615,0.20990628990044163,setosa,7.472697402271753,1.4338799858712785,0.2445459587200499,short,low,7.055759967456502
5.005615960341059,3.295706305334111,1.3973573709099485,0.1963185193964435,setosa,7.001266627213842,1.5147822968198315,0.2055666928276138,short,low,7.117807164031901
7.000559012803365,3.1972137032694556,4.687276089799039,1.3997066666308828,versicolor,3.3911327872935035,2.185077001312513,6.5830911113994475,medium,high,3.34875599166262
